"Pathway1 KEGG","Pathway2 KEGG","Connecting reactions","Connection metabolites"
"map00130","map00130","R00734|R01301|R01302|R01304|R01616|R01717|R02175|R02253|R02521|R02964|R03336|R03511|R03816|R04030|R04031|R04711|R04982|R04983|R04984|R04985|R04986|R04987|R04988|R04989|R04990|R04993|R05000|R05144|R05454|R05455|R05614|R05615|R05616|R05617|R06146|R06858|R06859|R06865|R06866|R07235|R07236|R07262|R07263|R07273|R07500|R07501|R07502|R07503|R07504|R07508|R08165|R08166|R08587|R08588|R08589|R08596|R08766|R08767|R08768|R08769|R08770|R08771|R08772|R08773|R08774|R08775|R08781|R08782|R09039|R09040|R09041|R09042|R09043|R09044|R09045|R09046|R09991|R09992|R10491|R10492|R10623|R10624|R10666|R10667|R10668|R10695|R10708|R10709|R10710","C00082|C00026|C01179|C00025|C02949|C00001|C00156|C00010|C00022|C00251|C00029|C00015|C03993|C00002|C00811|C00020|C00013|C00223|C00885|C05805|C00019|C17568|C00021|C00423|C00007|C00005|C00080|C00006|C00544|C00011|C00828|C00004|C05819|C00003|C03672|C02059|C01119|C05849|C00265|C03313|C02730|C03160|C05817|C05200|C05313|C05802|C05803|C05804|C05807|C05848|C05809|C05810|C05811|C05812|C05813|C05814|C05818|C05847|C06246|C06247|C06986|C05815|C17569|C04146|C01230|C13425|C03657|C05427|C13309|C03226|C01967|C02483|C02477|C15547|C04145|C03885|C15882|C15883|C14151|C14152|C16519|C16999|C17010|C00262|C17017|C05198|C00073|C17018|C00024|C17551|C17552|C17554|C17559|C17560|C17561|C17562|C00399|C17570|C00031|C00341|C18131|C10793|C18132|C18133|C17412|C18135|C18134|C20265|C14155|C14153|C14156|C14154|C20737|C20738|C20772|C20773|C00288|C00147|C00014|C00353|C16695"
"map00130","map00940","R01616|R02253","C00002|C00811|C00010|C00020|C00013|C00223|C00423|C00007|C00005|C00080|C00006|C00001"
"map00130","map00400","R00734","C00082|C00026|C01179|C00025"
"map00130","map00900","",""
"map00130","map00900","",""
"map00130","map00190","",""
"map00130","map00900","",""
"map00130","map04610","",""
"map00130","map00900","",""
"map00140","map00140","R00535|R00536|R00537|R01454|R01833|R01835|R01836|R01837|R01838|R01840|R01841|R01842|R02207|R02208|R02209|R02211|R02213|R02214|R02215|R02216|R02218|R02219|R02347|R02349|R02350|R02351|R02352|R02353|R02354|R02355|R02356|R02358|R02476|R02477|R02478|R02497|R02498|R02499|R02501|R02502|R02503|R02723|R02725|R02834|R02836|R02838|R02840|R02841|R02843|R02893|R03086|R03087|R03088|R03089|R03090|R03091|R03262|R03263|R03325|R03326|R03327|R03329|R03404|R03405|R03406|R03407|R03408|R03713|R03783|R03784|R03847|R03848|R03849|R03851|R03933|R03980|R04163|R04309|R04310|R04352|R04353|R04354|R04675|R04676|R04678|R04681|R04682|R04683|R04758|R04759|R04760|R04761|R04762|R04764|R04829|R04830|R04831|R04832|R04833|R04834|R04835|R04836|R04837|R04838|R04840|R04842|R04843|R04844|R04845|R04846|R04847|R04849|R04850|R04852|R04853|R04854|R04855|R08516|R08517|R08518|R08941|R08942|R08943|R08945|R08953|R08954|R08955|R08957|R08958|R08959|R08960|R08961|R08963|R08977|R08978|R08980|R08994|R08995|R10242","C00053|C00951|C00054|C08357|C05299|C08358|C05302|C08359|C00187|C00007|C00080|C00662|C05500|C00001|C00667|C00280|C00030|C04676|C00028|C03772|C00006|C00005|C00535|C00003|C00004|C01227|C03024|C05290|C03161|C01176|C00084|C05296|C04042|C00410|C03681|C03205|C03747|C05479|C01953|C00138|C05498|C00139|C02537|C00468|C02538|C00058|C05297|C05298|C05300|C00167|C11133|C00015|C00523|C00674|C11135|C03917|C05293|C04295|C05294|C11134|C05291|C05502|C05284|C00735|C00762|C05497|C05489|C05471|C05488|C05469|C03935|C05295|C05301|C05141|C05503|C02140|C01124|C01780|C04518|C05138|C04555|C00059|C05139|C05473|C05485|C05490|C05501|C02373|C04373|C11136|C11132|C11131|C05487|C05499|C05140|C05504|C05285|C00019|C00021|C05470|C05481|C05472|C05482|C05474|C05476|C05475|C05478|C05477|C05483|C05480|C05484|C00033|C18043|C18044|C18038|C18075|C18039|C18040|C13713|C13712|C18041|C18042|C18045|C03852"
"map00140","map00100","",""
"map00190","map00190","",""
"map00195","map00196","",""
"map00195","map00195","",""
"map00195","map00710","",""
"map00196","map00195","",""
"map00196","map00195","",""
"map00196","map00196","",""
"map00230","map00230","R00086|R00087|R00089|R00122|R00124|R00125|R00126|R00127|R00128|R00131|R00150|R00181|R00182|R00183|R00184|R00185|R00187|R00190|R00191|R00200|R00322|R00328|R00330|R00332|R00333|R00335|R00336|R00375|R00376|R00426|R00429|R00430|R00434|R00435|R00437|R00439|R00441|R00469|R00507|R00509|R00529|R00719|R00720|R00722|R00723|R00776|R00961|R01049|R01053|R01054|R01057|R01072|R01083|R01126|R01127|R01128|R01130|R01131|R01132|R01134|R01135|R01137|R01138|R01227|R01228|R01229|R01230|R01231|R01232|R01234|R01244|R01245|R01423|R01547|R01560|R01561|R01562|R01618|R01676|R01677|R01690|R01768|R01769|R01770|R01855|R01856|R01857|R01858|R01863|R01885|R01967|R01968|R01969|R02014|R02017|R02019|R02020|R02088|R02089|R02090|R02103|R02106|R02107|R02141|R02142|R02143|R02147|R02148|R02297|R02422|R02423|R02425|R02556|R02557|R02646|R02719|R02720|R02729|R02748|R02805|R02935|R02936|R02937|R03409|R03530|R03531|R03537|R03925|R04026|R04144|R04208|R04209|R04325|R04378|R04463|R04559|R04560|R04591|R04731|R04732|R04857|R05135|R05554|R06601|R06604|R06605|R06975|R07404|R07405|R09514|R10235","C00002|C00001|C00008|C00009|C00020|C00013|C00575|C01260|C03483|C00086|C00011|C00014|C00169|C00130|C00147|C00117|C00212|C06197|C00119|C00022|C00074|C05993|C00033|C00035|C00144|C00044|C00201|C00454|C01228|C00131|C00039|C00286|C04494|C00942|C00046|C00603|C00048|C00053|C00059|C00054|C00224|C00081|C00104|C03614|C03090|C00301|C00620|C00025|C00064|C03794|C00122|C00294|C04734|C00262|C00003|C00655|C00004|C00080|C00006|C00005|C00049|C00206|C00387|C00242|C01261|C00121|C06433|C00180|C00360|C01367|C00385|C06435|C00246|C00007|C00027|C00362|C00330|C00536|C00361|C00672|C00343|C00342|C00559|C00366|C11821|C05515|C01762|C06193|C00499|C02091|C02350|C05512|C05513|C00700|C00664|C00037|C00101|C02718|C04392|C00802|C01444|C01344|C01345|C06196|C02353|C02348|C06195|C03838|C04640|C03373|C04751|C00234|C04376|C04677|C04051|C04823|C05239|C05516|C06194|C12248|C00058|C00288|C15667"
"map00230","map00250","R01072|R01083|R01135","C03090|C00013|C00025|C00064|C00119|C00001|C03794|C00122|C00020|C00044|C00130|C00049|C00035|C00009"
"map00230","map00030","R01049|R01057","C00002|C00117|C00020|C00119|C00620"
"map00230","map00630","",""
"map00230","map00730","",""
"map00230","map00340","",""
"map00230","map00260","",""
"map00230","map00740","",""
"map00230","map00790","",""
"map00230","map00330","R00131|R00150","C00086|C00001|C00011|C00014|C00002|C00008|C00169"
"map00231","map00400","",""
"map00231","map00231","R05668|R05669|R05670|R05671|R05672|R05673|R05674|R05675|R05676|R05677","C00002|C00003|C07024|C00004|C00080|C07025|C00013|C07026|C00082|C07027|C00024|C07028|C00010|C00019|C07029|C00021|C07030|C07031|C07032|C00001|C01610|C00033"
"map00232","map00230","",""
"map00232","map00232","R07917|R07918|R07919|R07920|R07921|R07922|R07939|R07940|R07941|R07942|R07943|R07945|R07954|R07955|R07956|R07957|R07958|R07959|R07960|R07961|R07962|R07963|R07964|R07965|R07966|R07967|R07968|R07969|R07970|R07971|R07972|R07973|R07974|R07975|R07976|R07977|R07978|R07979|R07980|R07981|R07982","C00019|C01762|C00021|C16352|C00001|C16353|C00121|C07480|C07481|C13747|C00005|C00007|C00080|C00006|C00067|C16365|C16366|C16358|C16359|C00027|C16356|C00004|C00003|C16357|C00385|C07130|C16360|C16355|C00399|C16361|C00390|C16362|C00011|C16364|C16363|C00048"
"map00232","map00630","",""
"map00240","map00240","R00139|R00140|R00155|R00156|R00158|R00159|R00287|R00377|R00378|R00438|R00440|R00442|R00443|R00510|R00511|R00512|R00513|R00514|R00515|R00516|R00517|R00568|R00569|R00570|R00571|R00573|R00575|R00662|R00905|R00962|R00963|R00964|R00965|R00966|R00967|R00968|R00969|R00970|R00974|R00976|R00977|R00978|R01055|R01080|R01397|R01400|R01411|R01413|R01414|R01415|R01548|R01549|R01567|R01569|R01570|R01663|R01664|R01665|R01666|R01667|R01668|R01669|R01867|R01868|R01869|R01870|R01876|R01877|R01878|R01880|R01993|R02016|R02018|R02022|R02023|R02024|R02091|R02092|R02093|R02094|R02095|R02096|R02097|R02098|R02099|R02100|R02101|R02102|R02137|R02139|R02269|R02296|R02325|R02326|R02327|R02330|R02331|R02332|R02370|R02371|R02372|R02484|R02485|R02806|R03055|R03315|R03538|R03870|R03929|R04666|R06613|R07307|R07629|R09289|R09936|R09947|R09980|R09981|R09982|R09983","C11038|C00002|C11039|C00008|C03997|C00015|C00001|C00105|C00009|C00075|C00029|C00103|C00458|C00039|C00013|C00459|C00046|C00112|C00063|C00055|C00380|C00117|C00475|C00044|C00035|C00014|C00064|C00025|C00288|C00169|C02642|C00099|C00011|C00081|C00104|C00299|C01103|C00106|C00119|C06198|C00028|C00813|C00030|C00429|C00003|C00004|C00080|C00006|C00005|C01168|C00121|C00049|C00438|C06059|C02376|C00178|C05281|C00906|C00131|C00206|C00214|C00364|C00672|C00239|C00365|C00881|C00705|C00143|C00101|C00337|C00122|C00295|C00042|C15602|C15603|C00620|C01368|C00286|C00361|C00342|C00343|C01346|C00460|C00363|C00526|C00415|C15607|C05822|C00701|C02269|C05100|C02067|C02355|C02170|C00086|C02354|C05145|C00383|C01013|C00222|C01847|C00007|C20231|C00061|C20249|C01563|C20254|C20253"
"map00240","map00030","",""
"map00240","map00250","R00575|R01397","C00002|C00064|C00288|C00001|C00008|C00009|C00025|C00169|C00049|C00438"
"map00240","map00410","R00905|R00977|R00978|R02269","C02642|C00001|C00099|C00011|C00014|C00429|C00003|C00106|C00004|C00080|C00006|C00005"
"map00240","map00280","",""
"map00240","map00330","",""
"map00250","map00020","",""
"map00250","map00473","",""
"map00250","map00240","R00575|R01397","C00002|C00064|C00288|C00001|C00008|C00009|C00025|C00169|C00049|C00438"
"map00250","map00010","",""
"map00250","map00340","",""
"map00250","map00460","R00483|R00485","C00002|C00049|C00014|C00020|C00013|C00152|C00001"
"map00250","map00330","R00149|R00243|R00248|R00253|R00256|R00707|R00708|R01086|R01954","C00002|C00014|C00011|C00001|C00008|C00009|C00169|C00025|C00003|C00026|C00004|C00080|C00006|C00005|C00064|C03912|C03406|C00122|C00062|C00327|C00049|C00020|C00013"
"map00250","map00300","",""
"map00250","map00410","",""
"map00250","map00260","",""
"map00250","map00760","",""
"map00250","map00770","",""
"map00250","map00530","",""
"map00250","map00230","R01072|R01083|R01135","C03090|C00013|C00025|C00064|C00119|C00001|C03794|C00122|C00020|C00044|C00130|C00049|C00035|C00009"
"map00250","map00240","R00575|R01397","C00002|C00064|C00288|C00001|C00008|C00009|C00025|C00169|C00049|C00438"
"map00250","map00330","R00149|R00243|R00248|R00253|R00256|R00707|R00708|R01086|R01954","C00002|C00014|C00011|C00001|C00008|C00009|C00169|C00025|C00003|C00026|C00004|C00080|C00006|C00005|C00064|C03912|C03406|C00122|C00062|C00327|C00049|C00020|C00013"
"map00250","map00340","",""
"map00250","map00910","R00093|R00114|R00149|R00243|R00248|R00253","C00025|C00003|C00064|C00026|C00004|C00080|C00006|C00005|C00002|C00014|C00011|C00001|C00008|C00009|C00169"
"map00250","map00471","R00243|R00248|R00256","C00025|C00003|C00001|C00026|C00014|C00004|C00080|C00006|C00005|C00064"
"map00250","map00480","",""
"map00250","map00860","",""
"map00250","map00460","R00483|R00485","C00002|C00049|C00014|C00020|C00013|C00152|C00001"
"map00250","map00650","R00261|R00713|R00714|R01648|R10178","C00025|C00334|C00011|C00232|C00003|C00001|C00042|C00004|C00080|C00006|C00005|C00026|C00022|C00041"
"map00250","map00660","",""
"map00250","map00250","R00093|R00114|R00149|R00243|R00248|R00253|R00256|R00258|R00261|R00269|R00348|R00355|R00357|R00359|R00369|R00396|R00397|R00400|R00483|R00484|R00485|R00487|R00488|R00490|R00491|R00575|R00576|R00578|R00707|R00708|R00713|R00714|R00768|R01072|R01083|R01086|R01135|R01346|R01397|R01648|R01954|R10178|R10677|R10678|R10687|R10688|R10693","C00025|C00003|C00064|C00026|C00004|C00080|C00006|C00005|C00002|C00014|C00011|C00001|C00008|C00009|C00169|C00041|C00022|C00334|C00940|C02362|C00036|C00049|C00007|C00027|C00402|C00048|C00037|C00020|C00013|C00152|C00438|C00024|C00010|C01042|C00033|C00122|C00288|C03912|C00232|C00042|C00085|C00352|C03090|C00119|C03794|C03406|C00062|C00044|C00130|C00035|C00161|C00151|C00327|C00158|C20775|C12270|C20776"
"map00253","map07019","",""
"map00253","map01056","R06641|R06642|R09187","C06625|C00083|C00229|C12441|C00011|C00010|C00005|C00080|C12442|C00006|C18293|C00001"
"map00253","map00253","R00742|R04060|R05456|R05459|R05462|R05463|R06641|R06642|R09187|R09188|R09189|R09190|R09191|R09192|R09193|R09194|R09195|R09196|R09197|R09198|R09199|R09200","C00002|C00024|C00288|C00008|C00009|C00083|C02811|C00007|C00005|C00080|C03206|C00006|C00001|C06627|C01352|C00698|C06626|C00016|C06570|C06628|C06629|C06625|C00229|C12441|C00011|C00010|C12442|C18293|C18294|C00019|C18295|C00021|C06654|C18296|C06624|C18297|C18298|C06571|C00064|C00020|C00013|C00025|C18299"
"map00254","map00254","R00742|R03111|R03112|R09756|R10224|R10239|R10307|R10309|R10310|R10311|R10317|R10318|R10319|R10320|R10398|R10399|R10400|R10401|R10402|R10403|R10475|R10476|R10477|R10478|R10479|R10480|R10481|R10482|R10483","C00002|C00024|C00288|C00008|C00009|C00083|C00019|C00961|C00021|C03686|C03683|C20504|C00006|C20503|C00005|C00080|C20453|C00007|C20452|C00001|C05749|C00010|C00229|C00011|C20445|C03944|C20499|C20500|C00003|C20502|C00004|C20501|C06800|C00132|C16753|C20506|C20508|C00033|C20505|C20507|C20575|C20444|C20574|C20583|C16754|C16755"
"map00260","map00250","",""
"map00260","map00270","R00480|R01001|R01290|R01773|R01775|R02291|R02821","C00002|C00049|C00008|C03082|C02291|C00001|C00097|C00014|C00109|C00065|C00155|C00263|C00003|C00441|C00004|C00080|C00006|C00005|C00009|C00719|C01026|C00073"
"map00260","map00230","",""
"map00260","map00290","R00996","C00188|C00109|C00014"
"map00260","map00630","R00372|R00588|R00945|R01388|R01392|R01514","C00037|C00026|C00048|C00025|C00065|C00168|C00143|C00001|C00101|C00258|C00003|C00004|C00080|C00006|C00005|C00002|C00008|C00197"
"map00260","map00270","R00480|R01001|R01290|R01773|R01775|R02291|R02821","C00002|C00049|C00008|C03082|C02291|C00001|C00097|C00014|C00109|C00065|C00155|C00263|C00003|C00441|C00004|C00080|C00006|C00005|C00009|C00719|C01026|C00073"
"map00260","map00600","",""
"map00260","map00680","R00582|R00588|R00945|R01388|R01513|R01518|R04173|R08572","C01005|C00001|C00065|C00009|C00048|C00168|C00037|C00143|C00101|C00258|C00003|C00004|C00080|C00197|C03232|C00631|C00026|C00025|C00002|C00008"
"map00260","map00300","R00480|R01773|R01775|R02291","C00002|C00049|C00008|C03082|C00263|C00003|C00441|C00004|C00080|C00006|C00005|C00009"
"map00260","map00460","R00945","C00143|C00037|C00001|C00101|C00065"
"map00260","map00920","",""
"map00260","map00630","R00372|R00588|R00945|R01388|R01392|R01514","C00037|C00026|C00048|C00025|C00065|C00168|C00143|C00001|C00101|C00258|C00003|C00004|C00080|C00006|C00005|C00002|C00008|C00197"
"map00260","map00620","",""
"map00260","map00860","R00830","C00091|C00037|C00430|C00010|C00011"
"map00260","map00010","R01518","C00631|C00197"
"map00260","map00564","R01800","C00269|C00065|C00055|C02737"
"map00260","map00330","R00565|R01566|R01883","C00062|C00037|C00077|C00581|C00300|C00001|C00213|C00086|C00019|C00021"
"map00260","map00620","",""
"map00260","map00260","R00220|R00221|R00364|R00366|R00367|R00371|R00372|R00480|R00565|R00582|R00585|R00588|R00589|R00610|R00611|R00751|R00830|R00891|R00945|R00996|R01001|R01022|R01025|R01290|R01388|R01392|R01465|R01466|R01511|R01513|R01514|R01518|R01565|R01566|R01771|R01773|R01775|R01800|R01883|R02291|R02529|R02565|R02566|R02722|R02818|R02821|R02854|R03425|R03691|R03758|R03759|R03815|R04125|R04173|R06171|R06977|R06978|R06979|R07244|R07409|R07650|R08050|R08211|R08557|R08558|R08572|R09800|R09801|R09805|R10060|R10061|R10851","C00065|C00022|C00014|C00740|C00037|C00001|C00125|C00048|C00126|C00080|C00007|C00027|C00019|C00021|C00213|C00024|C00010|C03508|C00026|C00025|C00002|C00049|C00008|C03082|C00062|C00077|C00581|C01005|C00009|C00168|C00041|C00067|C04253|C04570|C00188|C00084|C00091|C00430|C00011|C00283|C00097|C00143|C00101|C00109|C02291|C00114|C00576|C00028|C00030|C00155|C00258|C00003|C00004|C00006|C00005|C01102|C00197|C03232|C00631|C01026|C00300|C00086|C00263|C00441|C00269|C00055|C02737|C01888|C00546|C00719|C03506|C00078|C00118|C00716|C00736|C00073|C02385|C01726|C01602|C02051|C01242|C02855|C03194|C02972|C05519|C03283|C06442|C06231|C00138|C00139|C00986|C16432|C00042|C19929|C00033"
"map00260","map00020","",""
"map00260","map00330","R00565|R01566|R01883","C00062|C00037|C00077|C00581|C00300|C00001|C00213|C00086|C00019|C00021"
"map00270","map00920","R00586|R00897|R01288|R01777","C00065|C00024|C00979|C00010|C00283|C00097|C00033|C01118|C00155|C00042|C00091|C00263"
"map00270","map00270","R00177|R00178|R00179|R00192|R00194|R00480|R00586|R00590|R00648|R00650|R00653|R00654|R00657|R00782|R00863|R00892|R00893|R00895|R00896|R00897|R00900|R00901|R00903|R00946|R00999|R01001|R01113|R01286|R01287|R01288|R01290|R01291|R01292|R01401|R01402|R01773|R01775|R01776|R01777|R01874|R01920|R02025|R02026|R02291|R02408|R02409|R02433|R02618|R02619|R02821|R02869|R03104|R03105|R03132|R03217|R03260|R04143|R04405|R04420|R04858|R04860|R04861|R05693|R07136|R07137|R07214|R07274|R07363|R07364|R07392|R07393|R07394|R07395|R07396|R07633|R07634|R08699|R10305|R10404|R10409","C00009|C00013|C00019|C00002|C00073|C00001|C00080|C01137|C00011|C01234|C00170|C00021|C00212|C00155|C03539|C00147|C00049|C00008|C03082|C00065|C00024|C00979|C00010|C02218|C00007|C01180|C00014|C00027|C03145|C00058|C00409|C00109|C05524|C00097|C00283|C00022|C00606|C00041|C09306|C00003|C00491|C00004|C00026|C00957|C00025|C00302|C00033|C00051|C00006|C05526|C00005|C00094|C00506|C00793|C00440|C00101|C01118|C00042|C02291|C00127|C01077|C11838|C01817|C03089|C04188|C00263|C00441|C00091|C00134|C00315|C00343|C02989|C00342|C00320|C01962|C00059|C05824|C05528|C05527|C00719|C01026|C00750|C05823|C04489|C04144|C04582|C00856|C02967|C11499|C11537|C00072|C06547|C00177|C05422|C01005|C15606|C08276|C00237|C15650|C15651|C16069|C11481|C00053|C00054|C07292|C07293"
"map00270","map00430","R00893|R00901","C00097|C00007|C00606|C00094|C00283|C00506"
"map00270","map00620","",""
"map00270","map00260","R00480|R01001|R01290|R01773|R01775|R02291|R02821","C00002|C00049|C00008|C03082|C02291|C00001|C00097|C00014|C00109|C00065|C00155|C00263|C00003|C00441|C00004|C00080|C00006|C00005|C00009|C00719|C01026|C00073"
"map00270","map00430","R00893|R00901","C00097|C00007|C00606|C00094|C00283|C00506"
"map00270","map00770","",""
"map00270","map00480","R01920|R02869","C01137|C00134|C00170|C00315|C00750"
"map00270","map00260","R00480|R01001|R01290|R01773|R01775|R02291|R02821","C00002|C00049|C00008|C03082|C02291|C00001|C00097|C00014|C00109|C00065|C00155|C00263|C00003|C00441|C00004|C00080|C00006|C00005|C00009|C00719|C01026|C00073"
"map00270","map00250","",""
"map00270","map00920","R00586|R00897|R01288|R01777","C00065|C00024|C00979|C00010|C00283|C00097|C00033|C01118|C00155|C00042|C00091|C00263"
"map00270","map00640","",""
"map00280","map00522","",""
"map00280","map01056","",""
"map00280","map00280","R00238|R00410|R00833|R00927|R00935|R01088|R01090|R01214|R01357|R01360|R01434|R01859|R01978|R02085|R02197|R02199|R02661|R02662|R02663|R02764|R02765|R03172|R03174|R03175|R03383|R03869|R03871|R04095|R04097|R04098|R04137|R04138|R04187|R04188|R04203|R04204|R04224|R05064|R05066|R07160|R07599|R07600|R07601|R07602|R07603|R07604|R07618|R08566|R08567|R10759","C00024|C00010|C00332|C00091|C00164|C00042|C01213|C00100|C03344|C06002|C00003|C00011|C00004|C00080|C00123|C00001|C00233|C00014|C00026|C00025|C00183|C00141|C00002|C00020|C00013|C00356|C00288|C00008|C00009|C00683|C03231|C00407|C00007|C00671|C00027|C00630|C00028|C03460|C00030|C15973|C15977|C05996|C02170|C15980|C03345|C15979|C02939|C00016|C03069|C01352|C15975|C05998|C00041|C00022|C03284|C04405|C06000|C06001|C00139|C00138|C00068|C15976|C15972|C15974|C15978|C20827"
"map00280","map00020","R07618","C15973|C00003|C15972|C00004|C00080"
"map00280","map00240","",""
"map00280","map00640","R00238|R00833|R00935|R01859|R02764|R02765","C00024|C00010|C00332|C01213|C00091|C06002|C00003|C00100|C00011|C00004|C00080|C00002|C00288|C00008|C00009|C00683|C00001|C02170"
"map00280","map00290","R01088|R01090|R01214|R01434|R02199","C00123|C00001|C00003|C00233|C00014|C00004|C00080|C00026|C00025|C00183|C00141|C00407|C00671"
"map00280","map00900","R00238|R01978","C00024|C00010|C00332|C00356|C00001"
