"KEGG ID","Names","chEBI","Occurence"
"C20719","Vancomycin aglycone","","1"
"C20720","Desvancosaminyl-vancomycin|Vancomycin pseudoaglycone","","3"
"C20721","Chloroorienticin B","","1"
"C20722","3-O-(alpha-D-Mannosyl)-L-threonyl-[protein]|[Protein]-3-O-(alpha-D-mannosyl)-L-threonine","","1"
"C20723","3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein]","","2"
"C20724","(+)-Thujopsene","","1"
"C20725","Ginsenoside Rd","","1"
"C20726","Phenyl 5-phospho-alpha-D-ribofuranoside","","1"
"C20727","Kaempferol 3-O-beta-D-xyloside","","1"
"C20728","[CysO sulfur-carrier protein]-Gly-NH-CH2-C(O)SH","","1"
"C20729","[CysO sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine","","1"
"C20730","[Protein]-FMN-L-Threonine|[Protein]-flavin mononucleotide-L-threonine|[Protein]-riboflavin-5'-phosphate-L-threonine","","1"
"C20731","Penitrem B","","0"
"C20732","Mycothiol S-conjugate","","1"
"C20734","3-O-[N-Acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein]","","1"
"C20735","N-Acyl-aromatic-L-amino acid","","1"
"C20736","Gypenoside XVII|Ginsenoside XVII","","0"
"C20737","6-Geranylgeranyl-2-methylbenzene-1,4-diol","","3"
"C20738","6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol","","2"
"C20739","Neopikromycin","","1"
"C20740","Novapikromyin","","1"
"C20741","Novamethymycin","","1"
"C20742","2'-Phospho-cyclic ADP-ribose|cADPRP","","2"
"C20743","Protein N6-acetyl-L-lysine|Acetylprotein","","1"
"C20744","alpha-NADH","","1"
"C20745","alpha-NADPH","","1"
"C20746","(3R)-Citramalyl-CoA|D-Citramalyl-CoA|(R)-Citramalyl-CoA","","2"
"C20747","(R)-Malyl-CoA|(3R)-3-Carboxy-3-hydroxypropanoyl-CoA","","1"
"C20748","(E)-4-(Trimethylammonio)but-2-enoyl-CoA|Crotonobetainyl-CoA","","2"
"C20749","4-Trimethylammoniobutanoyl-CoA|gamma-Butyrobetainyl-CoA","","1"
"C20750","L-Carnitinyl-CoA","","3"
"C20751","N6-L-Threonylcarbamoyladenine in tRNA|t6A in tRNA","","3"
"C20752","2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA|ms2t6A in tRNA","","2"
"C20753","2-Methylthio-N6-dimethylallyladenine in tRNA|2-Methylthio-N6-isopentenyladenine in tRNA|ms2i6A in tRNA","","2"
"C20754","2-Thio-N6-L-threonylcarbamoyladenine in tRNA","","2"
"C20755","2-Thio-N6-dimethylallyladenine in tRNA","","2"
"C20756","[Ribosomal protein S12]-L-aspartate","","2"
"C20757","[Ribosomal protein S12]-3-thioaspartate","","2"
"C20758","[Ribosomal protein S12]-3-methylthioaspartate","","2"
"C20759","Desulfo-A47934","","1"
"C20760","20-Oxo-5-O-beta-mycaminosyltylactone|23-Deoxy-5-O-beta-mycaminosyltylonolide","","2"
"C20761","alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol","","1"
"C20762","3-O-Phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol","","2"
"C20763","3-O-Methylphospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol","","1"
"C20764","Phytyl phosphate","","1"
"C20765","dTDP-beta-L-evernosamine|dTDP-3-amino-2,3,6-trideoxy-3-C-methyl-4-O-methyl-beta-L-arabino-hexopyranose","","2"
"C20766","dTDP-N-hydroxy-beta-L-evernosamine","","2"
"C20767","dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose","","2"
"C20768","UDP-2-acetamido-2,6-dideoxy-beta-L-talose|UDP-N-acetyl-beta-L-pneumosamine","","2"
"C20770","N-Methylpavine","","1"
"C20771","(+/-)-Pavine","","1"
"C20772","3-[(1-Carboxyvinyl)oxy]benzoate|3-[(1-Carboxyethenyl)oxy]benzoic acid","","2"
"C20773","6-Amino-6-deoxyfutalosine","","3"
"C20774","UDP-N-acetyl-beta-L-fucosamine","","1"
"C20775","beta-Citryl-L-glutamate|beta-Citrylglutamate","","1"
"C20776","N-Acetylaspartylglutamylglutamate|N-Acetyl-L-aspartyl-L-glutamyl-L-glutamate|NAAG2","","3"
"C20777","Gypenoside LXXV|Ginsenoside LXXV","","0"
"C20778","Ginsenoside Rg3","","0"
"C20779","Ginsenoside F2","","0"
"C20780","Ginsenoside F1","","0"
"C20781","2,4-Diketo-3-deoxy-L-fuconate","","2"
"C20782","(S)-2-Phenyloxirane|(S)-Styrene oxide","","2"
"C20783","Propane","","1"
"C20784","ADP-5-ethyl-4-methylthiazole-2-carboxylate|Adenosine diphospho-5-beta-ethyl-4-methylthiazole-2-carboxylic acid","","2"
"C20785","Eleutheroside A|Sitogluside|beta-Sitosterol D-glucoside","","0"
"C20786","Eleutheroside E","","0"
"C20787","23,24-Dihydrocucurbitacin B","","2"
"C20788","Homocystine|4,4'-Dithiobis(2-aminobutyric acid)","","1"
"C20789","7-Deoxyloganetate","","1"
"C20790","7-Deoxyloganetin","","1"
"C20791","Methyl thioether|Methyl sulfide","","1"
"C20792","Oleoylethanolamide|OEA","","0"
"C20793","3-Hydroxyoctanoate|3-Hydroxyoctanoic acid","","0"
"C20794","n-7 Unsaturated acyl-[acyl-carrier protein]|omega-7 Fatty acyl-[acyl-carrier protein]","","1"
"C20795","Penitrem C","","0"
"C20796","N6-Dimethyladenine in rRNA|rRNA containing N6-dimethyladenine","","1"
"C20797","2,3-Dihydroxypropane-1-sulfonate|3-Sulfopropanediol","","1"
"C20798","2-Hydroxy-3-oxopropane-1-sulfonate|3-Sulfolactaldehyde","","2"
"C20799","Grixazone B","","1"
"C20800","3-Methyl-L-tyrosine","","1"
"C20801","3-Hydroxy-5-methyl-L-tyrosine","","1"
"C20802","(4S)-4-Hydroxy-L-isoleucine|Hydroxyisoleucine","","1"
"C20803","5-Methyl-1-naphthoate","","1"
"C20804","alpha-Longipinene|(+)-alpha-Longipinene","","1"
"C20805","3-Hydroxy-5-methyl-1-naphthoate","","1"
"C20806","omega-Hydroxyphylloquinone","","1"
"C20807","3-Hydroxy-L-phenylalanine|3-Tyrosine","","1"
"C20808","2-Methyl-1-pyrroline","","1"
"C20809","(R)-2-Methylpyrrolidine","","1"
"C20810","(3S)-3-Amino-3-(3-chloro-4-hydroxyphenyl)propanoyl-[peptidyl-carrier protein SgcC2]","","1"
"C20811","(-)-exo-alpha-Bergamotene|trans-alpha-Bergamotene","","1"
"C20813","OA-6129 A","","2"
"C20814","OA-6129 C","","2"
"C20815","MM 4550","","1"
"C20816","Deacetylepithienamycin F|Deacetyl MM 17880|NA 26975","","2"
"C20817","C20817|Carbapenem biosynthesis intermediate 1","","2"
"C20818","C20818|Carbapenem biosynthesis intermediate 2","","3"
"C20819","C20819|Carbapenem biosynthesis intermediate 5","","4"
"C20820","2,3-Dihydrothienamycin","","2"
"C20821","C20821|Carbapenem biosynthesis intermediate 6","","1"
"C20822","C20822|Carbapenem biosynthesis intermediate 3","","3"
"C20823","C20823|Carbapenem biosynthesis intermediate 4","","2"
"C20824","3-Nitrobenzanthrone|3-Nitro-7H-benzo[d,e]anthracen-7-one","","0"
"C20825","Seminolipid|3-Sulfogalactosyl-1-alkyl-2-acylglycerol|3-Sulfogalactosyl-2-acyl-1-alkyl-sn-glycerol|1-O-Alkyl-2-O-acyl-3-beta-(3'-sulfogalactosyl)-sn-glycerol","","1"
"C20826","Isovalerylcarnitine|O-Isovaleryl-L-carnitine","","0"
"C20827","3-Hydroxyisovalerate|3-Hydroxy-3-methylbutyrate","","1"
"C20828","3-Methylcrotonylglycine","","0"
"C20829","Sulfoquinovose|6-Deoxy-6-sulfo-D-glucopyranose|6-Deoxy-6-sulfo-D-glucose","","1"
"C20830","6-Deoxy-6-sulfo-D-fructose","","1"
"C20831","6-Deoxy-6-sulfo-D-fructose 1-phosphate","","1"
"C20832","Hydroperoxyicosatetraenoate","","2"
"C20833","Oxoicosatetraenoate","","1"
"C20834","Cyclooctat-9-en-7-ol|(1S,3aS,4R,7S,9aS,10aS)-1,4,9a-Trimethyl-7-(propan-2-yl)-1,2,3,3a,4,5,7,8,9,9a,10,10a-dodecahydrodicyclopenta[a,d][8]annulen-4-ol","","1"
"C20835","alpha-L-Fucopyranose|alpha-L-Fucose","","1"
"C20836","beta-L-Fucopyranose|beta-L-Fucose","","1"
"C20837","Hydroxyepoxyicosatrienoate","","1"
"C20838","3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA|HIP-CoA","","1"
"C20839","3-Oxocholest-4-en-26-oate|3-Oxo-4-cholesten-26-oate|3-Oxo-4-cholesten-26-oic acid|3-Oxo-4-cholestene-26-oic acid","","1"
"C20840","3-Oxocholest-4-en-26-oyl-CoA","","1"
"C20841","2-Hydroxy-7-methoxy-5-methyl-1-naphthoate","","1"
"C20842","2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA","","1"
"C20843","N5-Phenyl-L-glutamine|gamma-Glutamylanilide","","1"
"C20844","(2Z,4S,5R)-2-Amino-4,5,6-trihydroxyhex-2-enoate","","2"
"C20845","(4S,5R)-4,5,6-Trihydroxy-2-iminohexanoate","","2"
"C20846","3-Oxo-3-ureidoisobutyrate","","2"
"C20847","(R)-Mevalonate 3-phosphate|(R)-3-Phosphomevalonate","","2"
"C20848","(R)-Mevalonate 3,5-bisphosphate|(R)-3,5-Diphosphomevalonate|(R)-3,5-Bisphosphomevalonate","","2"
"C20849","UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose","","1"
"C20850","N5-Hydroxy-L-ornithine|delta-N-Hydroxyornithine","","2"
"C20851","Dihydromonacolin L acid","","2"
"C20852","3alpha-Hydroxy-3,5-dihydromonacolin L acid","","2"
"C20853","Monacolin L acid","","3"
"C20854","Monacolin J acid","","1"
"C20855","22-Hydroxydocosahexaenoate|(4Z,7Z,10Z,13Z,16Z,19Z)-22-Hydroxydocosahexaenoic acid","","1"
"C20856","2-Hydroxy-5-methyl-1-naphthoate","","1"
"C20857","2,7-Dihydroxy-5-methyl-1-naphthoate","","1"
"C20858","Protein N5-methyl-L-glutamine","","1"
"C20859","Galactosyl-1-alkyl-2-acylglycerol|Galactosyl-2-acyl-1-alkyl-sn-glycerol|1-O-Alkyl-2-O-acyl-3-beta-galactosyl-sn-glycerol","","2"
"C20860","Triglucosyldiacylglycerol|1,2-Diacyl-3-O-[beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl]-sn-glycerol","","1"
"C20861","Mannobiose|beta-1,4-Mannobiose","","2"
"C20862","5'-(N7-Methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide)-(2'-O-methyl-ribonucleotide)-[mRNA]","","1"
"C20863","5'-Phospho-[mRNA]|(5')pPur-mRNA","","2"
"C20864","5'-Triphospho-[mRNA]|(5')pppPur-mRNA","","3"
"C20865","3beta,12alpha-Dihydroxy-5beta-cholanoate|3beta,12alpha-Dihydroxy-5beta-cholanoic acid","","0"
"C20866","Alloavicholate|Alloavicholic acid|3alpha,7alpha,16alpha-Trihydroxy-5alpha-cholan-24-oic acid","","0"
"C20867","Avideoxycholate|Avideoxycholic acid|3alpha,16alpha-Dihydroxy-5beta-cholan-24-oic acid","","0"
"C20868","Cygnocholate|Cygnocholic acid|3alpha,7alpha,15alpha-Trihydroxy-5beta-cholan-24-oic acid","","0"
"C20869","UDPMurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Lac)|UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-lactate|UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-lactate","","0"
"C20870","3-(Methylthio)propanoyl-CoA","","1"
"C20871","3'-Hydroxyflavone","","1"
"C20872","3'-Methoxyflavone","","1"
"C20873","UDPMurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ser)|UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-serine|UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-serine","","0"
"C20874","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-serine|GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ser)-diphosphoundecaprenol","","0"
"C20875","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-lactate|GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Lac)-diphosphoundecaprenol|GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Lac)-diphosphoundecaprenol","","0"
"C20876","Very-long-chain acyl-CoA","","2"
"C20877","Very-long-chain 3-oxoacyl-CoA","","2"
"C20878","Very-long-chain (3R)-3-hydroxyacyl-CoA","","2"
"C20879","Very-long-chain trans-2,3-dehydroacyl-CoA","","2"
"C20880","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-LL-2,6-diaminopimeloyl-D-alanyl-D-lactate|UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-LL-2,6-diaminopimeloyl-D-alanyl-D-lactate","","0"
"C20881","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-LL-2,6-diaminopimeloyl-D-alanyl-D-Lactate|Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-LL-2,6-diaminopimeloyl-D-alanyl-D-Lactate","","0"
"C20882","Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-LL-2,6-diaminopimeloyl-(glycyl)-D-alanyl-D-lactate|Und-PP-MurNAc-(GlcNAc)-L-Ala-D-Glu-LL-dap-(Gly)-D-Ala-D-Lac|Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-LL-2,6-diaminopimeloyl-(glycyl)-D-alanyl-D-lactate","","0"
"C20886","UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-LL-2,6-diaminopimelate|UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-LL-2,6-diaminoheptanedioate","","0"
"C20887","beta-D-Mannosyl-1,4-N-acetyl-D-glucosamine|4-O-beta-D-Mannopyranosyl-N-acetyl-D-glucosamine","","1"
"C20888","Cellobionate|Cellobionic acid|4-O-beta-D-Glucopyranosyl-D-gluconate","","1"
"C20889","D-Galactaro-1,5-lactone","","2"
"C20890","D-Glucaro-1,5-lactone","","1"
"C20891","Isoxazolin-5-one|5-Hydroxyisoxazole","","2"
"C20892","3-(5-Oxoisoxazolin-2-yl)-L-alanine|beta-(Isoxazolin-5-on-2-yl)-L-alanine","","1"
"C20893","3-(5-Oxoisoxazolin-4-yl)-L-alanine|beta-(Isoxazolin-5-on-4-yl)-L-alanine","","1"
"C20894","beta-Citraurin|3-Hydroxy-beta-apo-8'-carotenal","","2"
"C20895","(2S,3S)-3-Methylphenylalanine","","1"
"C20896","D-Galactaro-1,4-lactone","","2"
"C20897","Glycerophosphoglycoglycerolipid|(sn-Gro-1-P)->6Glc-alpha1->2Glc-alpha1->3acyl2Gro|(sn-Gro-1-P)->6Glcalpha1->2Glcalpha1->3acyl2Gro|1,2-Diacyl-3-[6''-(sn-glycero-1-phospho-)-alpha-D-kojibiosyl]-sn-glycerol","","2"
"C20898","Lipoteichoic acid|(sn-Gro-1-P)n->6Glc-beta1->6Glc-beta1->3acyl2Gro","","1"
"C20899","Furan-2,5-dicarbaldehyde|2,5-Furandicarboxaldehyde","","2"
"C20900","5-(Dihydroxymethyl)furan-2-carbaldehyde","","2"
"C20901","5-(Dihydroxymethyl)furan-2-carboxylate","","2"
"C20902","3,6-Anhydro-alpha-L-galactopyranose","","2"
"C20903","3,6-anhydro-L-galactonate","","2"
"C20904","2-Iminopropanoate","","0"
"C20905","2-Iminobutanoate","","0"
"C20906","Galactosylglucosyldiacylglycerol|Gal-alpha1->2Glc-alpha1->3acyl2Gro|1,2-Diacyl-3-O-[alpha-D-galactopyranosyl-(1->2)-O-alpha-D-glucopyranosyl]-sn-glycerol","","1"
"C20907","Chondroitin 4,6-sulfate|Chondroitin sulfate E","","1"
"C20908","Dermatan 4-sulfate|Chondroitin sulfate B","","3"
"C20909","Dermatan 4,6-sulfate","","1"
"G00001","N-Acetyl-D-glucosaminyldiphosphodolichol|(GlcNAc)1 (PP-Dol)1","","2"
"G00002","N,N'-Chitobiosyldiphosphodolichol|(GlcNAc)2 (PP-Dol)1","","2"
"G00003","(GlcNAc)2 (Man)1 (PP-Dol)1","","2"
"G00004","(GlcNAc)2 (Man)2 (PP-Dol)1","","2"
"G00005","(GlcNAc)2 (Man)3 (PP-Dol)1","","2"
"G00006","(GlcNAc)2 (Man)5 (PP-Dol)1","","2"
"G00007","(GlcNAc)2 (Man)9 (PP-Dol)1","","2"
"G00008","(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1","","2"
"G00009","(Glc)3 (GlcNAc)2 (Man)9 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00010","(Glc)1 (GlcNAc)2 (Man)9 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00011","(GlcNAc)2 (Man)9 (Asn)1|Glycoprotein|N-Glycan","","4"
"G00012","(GlcNAc)2 (Man)5 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00013","(GlcNAc)3 (Man)5 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00014","(GlcNAc)3 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","3"
"G00015","(GlcNAc)4 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","8"
"G00016","(GlcNAc)4 (LFuc)1 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00017","(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00018","DS 3|(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Ac)2 (Asn)1|Glycoprotein|N-Glycan","","1"
"G00019","(GlcNAc)5 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","1"
"G00020","(GlcNAc)5 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00021","(GlcNAc)6 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","2"
"G00022","(GlcNAc)7 (Man)3 (Asn)1|Glycoprotein|N-Glycan","","1"
"G00023","Tn antigen|(GalNAc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","5"
"G00024","T antigen|(Gal)1 (GalNAc)1 (Ser/Thr)1|Glycoprotein|O-Glycan Neoglycoconjugate","","4"
"G00025","(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","4"
"G00026","(Gal)1 (GalNAc)1 (Neu5Ac)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","2"
"G00027","(Gal)1 (GalNAc)1 (Neu5Ac)2 (Ser/Thr)1|Glycoprotein|O-Glycan","","1"
"G00028","(GalNAc)1 (GlcNAc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","2"
"G00029","(GalNAc)1 (GlcNAc)2 (Ser/Thr)1|Glycoprotein|O-Glycan","","1"
"G00030","(GalNAc)2 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00031","(GalNAc)1 (GlcNAc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","2"
"G00032","(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","1"
"G00033","(GalNAc)2 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00034","(Gal)1 (GalNAc)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","0"
"G00035","Sialyl-Tn antigen|(GalNAc)1 (Neu5Ac)1 (Ser/Thr)1|Glycoprotein|O-Glycan","","1"
"G00036","Lc3Cer|(Gal)1 (Glc)1 (GlcNAc)1 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00037","Lc4Cer|(Gal)2 (Glc)1 (GlcNAc)1 (Cer)1|Glycolipid|Sphingolipid","","5"
"G00038","(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00039","Type IB glycolipid|(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00040","(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00042","Type IA glycolipid|(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00043","(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00044","IV2Fuc-Lc4Cer|IV2-a-Fuc-Lc4Cer|Type IH glycolipid|(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","4"
"G00045","IV2Fuc,III4Fuc-Lc4Cer|IV2-a-Fuc,III4-a-Fuc-Lc4Cer|Leb glycolipid|(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00046","Fuc-Lc4Cer|III4-a-Fuc-Lc4Cer|Lea glycolipid|(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00047","3'-isoLM1|IV3-a-Neu5Ac-Lc4Cer|sLc4Cer|(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00048","Fuc-3'-isoLM1|IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer|(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00050","Paragloboside|Lactoneotetraosylceramide|Lacto-N-neotetraosylceramide|Neolactotetraosylceramide|LA1|nLcCer|(Gal)2 (Glc)1 (GlcNAc)1 (Cer)1|Glycolipid|Sphingolipid","","8"
"G00051","nLc5Cer|(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00052","Type II B antigen|(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00053","(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00054","Type II A antigen|(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00055","IV2Fuc-nLc4Cer|IV2-a-Fuc-nLc4Cer|Type IIH glycolipid|(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","4"
"G00056","III3,IV2Fuc-nLc4Cer|IV2-a-Fuc,III3-a-Fuc-nLc4Cer|Ley glycolipid|(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00057","(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00058","Type IIIH glycolipid|(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00059","Type IIIA glycolipid|(Gal)3 (GalNAc)2 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00060","III3Fuc-nLc4Cer|III3-a-Fuc-nLc4Cer|Lacto-N-fucopentaosyl III ceramide|LNF III cer|SSEA-1|(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00061","Sialyl-6-paragloboside|6'-LM1|IV6-a-Neu5Ac-nLc4Cer|(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00062","Sialyl-3-paragloboside|3'-LM1|IV3-a-Neu5Ac-nLc4Cer|snLc4Cer|(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","3"
"G00063","IV3NeuAc,III3Fuc-nLc4Cer|IV3-a-NeuAc,III3-a-Fuc-nLc4Cer|(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00064","3',8'-LD1|(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)2 (Cer)1|Glycolipid|Sphingolipid","","1"
"G00065","(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)3 (Cer)1|Glycolipid|Sphingolipid","","0"
"G00066","nLc5Cer|(Gal)2 (Glc)1 (GlcNAc)2 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00067","nLc6Cer|i-antigen|(Gal)3 (Glc)1 (GlcNAc)2 (Cer)1|Glycolipid|Sphingolipid","","8"
"G00068","nLc7Cer|(Gal)3 (Glc)1 (GlcNAc)3 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00069","nLc8Cer|(Gal)4 (Glc)1 (GlcNAc)3 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00071","VI2Fuc-nLc6|(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","4"
"G00072","(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00073","(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00074","(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","2"
"G00075","Type IIIAb|(Gal)4 (GalNAc)2 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1|Glycolipid|Sphingolipid","","1"
